rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
928,train_quadrant_enumeration_359,train_259.png,train_quadrant_enumeration,28,0,-,4,"27, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
929,train_quadrant_enumeration_358,train_582.png,train_quadrant_enumeration,28,0,-,4,"36, 37, 46, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
930,train_quadrant_enumeration_479,train_481.png,train_quadrant_enumeration,28,0,-,4,"15, 25, 38, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
931,train_quadrant_enumeration_97,train_452.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
932,train_quadrant_enumeration_571,train_256.png,train_quadrant_enumeration,28,0,-,4,"25, 36, 46, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
933,train_quadrant_enumeration_291,train_241.png,train_quadrant_enumeration,28,0,-,4,"36, 38, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
934,train_quadrant_enumeration_29,train_271.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 28, 36",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
935,train_quadrant_enumeration_462,train_198.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
936,train_quadrant_enumeration_125,train_313.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
937,train_quadrant_enumeration_145,train_434.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 28, 36",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
938,train_quadrant_enumeration_143,train_29.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
939,train_quadrant_enumeration_424,train_190.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
940,train_quadrant_enumeration_422,train_239.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
941,train_quadrant_enumeration_425,train_77.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 45, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
942,train_quadrant_enumeration_419,train_379.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
943,train_quadrant_enumeration_417,train_532.png,train_quadrant_enumeration,28,0,-,4,"15, 17, 28, 38",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
944,train_quadrant_enumeration_430,train_448.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 25, 26",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
945,train_quadrant_enumeration_431,train_8.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
946,train_quadrant_enumeration_41,train_311.png,train_quadrant_enumeration,28,0,-,4,"16, 17, 22, 36",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
947,train_quadrant_enumeration_602,train_342.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
948,train_quadrant_enumeration_134,train_485.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 26, 36",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
949,train_quadrant_enumeration_44,train_487.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
950,train_quadrant_enumeration_39,train_568.png,train_quadrant_enumeration,28,0,-,4,"36, 38, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
951,train_quadrant_enumeration_388,train_337.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
952,train_quadrant_enumeration_387,train_245.png,train_quadrant_enumeration,28,0,-,4,"15, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
953,train_quadrant_enumeration_129,train_169.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
954,train_quadrant_enumeration_126,train_428.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
955,train_quadrant_enumeration_154,train_276.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
956,train_quadrant_enumeration_204,train_213.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
957,train_quadrant_enumeration_377,train_320.png,train_quadrant_enumeration,28,0,-,4,"16, 28, 47, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
958,train_quadrant_enumeration_288,train_214.png,train_quadrant_enumeration,28,0,-,4,"26, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
959,train_quadrant_enumeration_196,train_143.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
960,train_quadrant_enumeration_287,train_115.png,train_quadrant_enumeration,28,0,-,4,"27, 28, 38, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
961,train_quadrant_enumeration_244,train_191.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
962,train_quadrant_enumeration_328,train_257.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 35, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
963,train_quadrant_enumeration_102,train_246.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
964,train_quadrant_enumeration_264,train_211.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
965,train_quadrant_enumeration_262,train_128.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
966,train_quadrant_enumeration_175,train_10.png,train_quadrant_enumeration,28,0,-,4,"26, 27, 35, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
967,train_quadrant_enumeration_321,train_105.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
968,train_quadrant_enumeration_540,train_491.png,train_quadrant_enumeration,28,0,-,4,"18, 25, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
969,train_quadrant_enumeration_309,train_483.png,train_quadrant_enumeration,28,0,-,4,"17, 18, 28, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
970,train_quadrant_enumeration_32,train_41.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
971,train_quadrant_enumeration_219,train_159.png,train_quadrant_enumeration,28,0,-,4,"26, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
972,train_quadrant_enumeration_516,train_269.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
973,train_quadrant_enumeration_550,train_384.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
974,train_quadrant_enumeration_55,train_117.png,train_quadrant_enumeration,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
975,train_quadrant_enumeration_162,train_615.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
976,train_quadrant_enumeration_314,train_65.png,train_quadrant_enumeration,28,0,-,4,"12, 22, 26, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
977,train_quadrant_enumeration_105,train_456.png,train_quadrant_enumeration,28,0,-,4,"18, 21, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
978,train_quadrant_enumeration_313,train_27.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
979,train_quadrant_enumeration_245,train_527.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
980,train_quadrant_enumeration_104,train_315.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 37",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
981,train_quadrant_enumeration_329,train_562.png,train_quadrant_enumeration,28,0,-,4,"15, 18, 28, 38",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
982,train_quadrant_enumeration_337,train_174.png,train_quadrant_enumeration,28,0,-,4,"25, 35, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
983,train_quadrant_enumeration_3,train_95.png,train_quadrant_enumeration,28,0,-,4,"17, 18, 24, 26",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
984,train_quadrant_enumeration_566,train_490.png,train_quadrant_enumeration,28,0,-,4,"18, 36, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
985,train_quadrant_enumeration_12,train_458.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
986,train_quadrant_enumeration_53,train_217.png,train_quadrant_enumeration,28,0,-,4,"18, 22, 27, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
987,train_quadrant_enumeration_299,train_40.png,train_quadrant_enumeration,28,0,-,4,"15, 16, 25, 26",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
988,train_quadrant_enumeration_528,train_165.png,train_quadrant_enumeration,28,0,-,4,"18, 25, 28, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
989,train_quadrant_enumeration_562,train_357.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
990,train_quadrant_enumeration_231,train_4.png,train_quadrant_enumeration,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
991,train_quadrant_enumeration_493,train_577.png,train_quadrant_enumeration,28,0,-,4,"18, 25, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
992,train_quadrant_enumeration_538,train_380.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 45, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
993,train_quadrant_enumeration_275,train_576.png,train_quadrant_enumeration,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
994,train_quadrant_enumeration_500,train_516.png,train_quadrant_enumeration,28,0,-,4,"18, 28, 36, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
995,train_quadrant_enumeration_182,train_30.png,train_quadrant_enumeration,28,0,-,4,"35, 37, 38, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
996,train_quadrant_enumeration_612,train_627.png,train_quadrant_enumeration,29,0,-,3,"37, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
997,train_quadrant_enumeration_435,train_503.png,train_quadrant_enumeration,29,0,-,3,"24, 36, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
998,train_quadrant_enumeration_616,train_179.png,train_quadrant_enumeration,29,0,-,3,"24, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
999,train_quadrant_enumeration_17,train_136.png,train_quadrant_enumeration,29,0,-,3,"36, 46, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1000,train_quadrant_enumeration_139,train_591.png,train_quadrant_enumeration,29,0,-,3,"27, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1001,train_quadrant_enumeration_169,train_497.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1002,train_quadrant_enumeration_428,train_414.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1003,train_quadrant_enumeration_521,train_75.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1004,train_quadrant_enumeration_523,train_32.png,train_quadrant_enumeration,29,0,-,3,"17, 18, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1005,train_quadrant_enumeration_163,train_330.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1006,train_quadrant_enumeration_445,train_579.png,train_quadrant_enumeration,29,0,-,3,"16, 35, 43",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1007,train_quadrant_enumeration_438,train_48.png,train_quadrant_enumeration,29,0,-,3,"25, 28, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1008,train_quadrant_enumeration_6,train_187.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1009,train_quadrant_enumeration_423,train_375.png,train_quadrant_enumeration,29,0,-,3,"14, 18, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1010,train_quadrant_enumeration_568,train_53.png,train_quadrant_enumeration,29,0,-,3,"16, 26, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1011,train_quadrant_enumeration_481,train_432.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1012,train_quadrant_enumeration_5,train_62.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1013,train_quadrant_enumeration_152,train_243.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1014,train_quadrant_enumeration_474,train_625.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1015,train_quadrant_enumeration_581,train_378.png,train_quadrant_enumeration,29,0,-,3,"17, 18, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1016,train_quadrant_enumeration_472,train_575.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1017,train_quadrant_enumeration_584,train_178.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 37",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1018,train_quadrant_enumeration_18,train_305.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 45",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1019,train_quadrant_enumeration_554,train_449.png,train_quadrant_enumeration,29,0,-,3,"14, 18, 26",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1020,train_quadrant_enumeration_59,train_474.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1021,train_quadrant_enumeration_16,train_324.png,train_quadrant_enumeration,29,0,-,3,"18, 45, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1022,train_quadrant_enumeration_591,train_463.png,train_quadrant_enumeration,29,0,-,3,"26, 46, 47",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1023,train_quadrant_enumeration_482,train_262.png,train_quadrant_enumeration,29,0,-,3,"28, 44, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1024,train_quadrant_enumeration_444,train_410.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1025,train_quadrant_enumeration_598,train_71.png,train_quadrant_enumeration,29,0,-,3,"36, 45, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1026,train_quadrant_enumeration_524,train_316.png,train_quadrant_enumeration,29,0,-,3,"28, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1027,train_quadrant_enumeration_534,train_55.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1028,train_quadrant_enumeration_618,train_558.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1029,train_quadrant_enumeration_115,train_210.png,train_quadrant_enumeration,29,0,-,3,"23, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1030,train_quadrant_enumeration_363,train_478.png,train_quadrant_enumeration,29,0,-,3,"23, 44, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1031,train_quadrant_enumeration_362,train_122.png,train_quadrant_enumeration,29,0,-,3,"13, 18, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1032,train_quadrant_enumeration_36,train_7.png,train_quadrant_enumeration,29,0,-,3,"17, 18, 25",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1033,train_quadrant_enumeration_208,train_135.png,train_quadrant_enumeration,29,0,-,3,"28, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1034,train_quadrant_enumeration_93,train_457.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 47",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1035,train_quadrant_enumeration_350,train_488.png,train_quadrant_enumeration,29,0,-,3,"14, 18, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1036,train_quadrant_enumeration_619,train_479.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1037,train_quadrant_enumeration_210,train_152.png,train_quadrant_enumeration,29,0,-,3,"25, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1038,train_quadrant_enumeration_286,train_299.png,train_quadrant_enumeration,29,0,-,3,"26, 45, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1039,train_quadrant_enumeration_347,train_244.png,train_quadrant_enumeration,29,0,-,3,"28, 38, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1040,train_quadrant_enumeration_341,train_409.png,train_quadrant_enumeration,29,0,-,3,"16, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1041,train_quadrant_enumeration_282,train_423.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1042,train_quadrant_enumeration_10,train_264.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1043,train_quadrant_enumeration_278,train_200.png,train_quadrant_enumeration,29,0,-,3,"16, 17, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1044,train_quadrant_enumeration_218,train_343.png,train_quadrant_enumeration,29,0,-,3,"35, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1045,train_quadrant_enumeration_89,train_513.png,train_quadrant_enumeration,29,0,-,3,"15, 25, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1046,train_quadrant_enumeration_272,train_124.png,train_quadrant_enumeration,29,0,-,3,"15, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1047,train_quadrant_enumeration_271,train_172.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1048,train_quadrant_enumeration_113,train_285.png,train_quadrant_enumeration,29,0,-,3,"25, 36, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1049,train_quadrant_enumeration_327,train_612.png,train_quadrant_enumeration,29,0,-,3,"24, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1050,train_quadrant_enumeration_26,train_499.png,train_quadrant_enumeration,29,0,-,3,"26, 46, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1051,train_quadrant_enumeration_22,train_621.png,train_quadrant_enumeration,29,0,-,3,"16, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1052,train_quadrant_enumeration_251,train_181.png,train_quadrant_enumeration,29,0,-,3,"14, 18, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1053,train_quadrant_enumeration_241,train_160.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1054,train_quadrant_enumeration_222,train_365.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1055,train_quadrant_enumeration_238,train_412.png,train_quadrant_enumeration,29,0,-,3,"24, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1056,train_quadrant_enumeration_236,train_593.png,train_quadrant_enumeration,29,0,-,3,"15, 26, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1057,train_quadrant_enumeration_225,train_454.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 37",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1058,train_quadrant_enumeration_232,train_154.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1059,train_quadrant_enumeration_228,train_477.png,train_quadrant_enumeration,29,0,-,3,"16, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1060,train_quadrant_enumeration_9,train_498.png,train_quadrant_enumeration,29,0,-,3,"28, 47, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1061,train_quadrant_enumeration_122,train_266.png,train_quadrant_enumeration,29,0,-,3,"16, 26, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1062,train_quadrant_enumeration_408,train_237.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1063,train_quadrant_enumeration_416,train_69.png,train_quadrant_enumeration,29,0,-,3,"18, 27, 28",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1064,train_quadrant_enumeration_2,train_435.png,train_quadrant_enumeration,29,0,-,3,"28, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1065,train_quadrant_enumeration_76,train_521.png,train_quadrant_enumeration,29,0,-,3,"36, 37, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1066,train_quadrant_enumeration_629,train_193.png,train_quadrant_enumeration,29,0,-,3,"28, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1067,train_quadrant_enumeration_397,train_106.png,train_quadrant_enumeration,29,0,-,3,"38, 47, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1068,train_quadrant_enumeration_38,train_233.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1069,train_quadrant_enumeration_78,train_5.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 45",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1070,train_quadrant_enumeration_398,train_594.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1071,train_quadrant_enumeration_74,train_231.png,train_quadrant_enumeration,29,0,-,3,"34, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1072,train_quadrant_enumeration_80,train_141.png,train_quadrant_enumeration,29,0,-,3,"38, 46, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1073,train_quadrant_enumeration_83,train_538.png,train_quadrant_enumeration,29,0,-,3,"15, 18, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1074,train_quadrant_enumeration_137,train_388.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1075,train_quadrant_enumeration_533,train_574.png,train_quadrant_enumeration,29,0,-,3,"14, 24, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1076,train_quadrant_enumeration_620,train_607.png,train_quadrant_enumeration,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1077,train_quadrant_enumeration_62,train_405.png,train_quadrant_enumeration,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
1078,train_quadrant_enumeration_411,train_381.png,train_quadrant_enumeration,30,0,-,2,"18, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1079,train_quadrant_enumeration_315,train_622.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1080,train_quadrant_enumeration_110,train_603.png,train_quadrant_enumeration,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1081,train_quadrant_enumeration_509,train_426.png,train_quadrant_enumeration,30,0,-,2,"38, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1082,train_quadrant_enumeration_319,train_301.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1083,train_quadrant_enumeration_316,train_374.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1084,train_quadrant_enumeration_413,train_351.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1085,train_quadrant_enumeration_124,train_451.png,train_quadrant_enumeration,30,0,-,2,"18, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1086,train_quadrant_enumeration_161,train_102.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1087,train_quadrant_enumeration_31,train_61.png,train_quadrant_enumeration,30,0,-,2,"36, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1088,train_quadrant_enumeration_14,train_564.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1089,train_quadrant_enumeration_43,train_482.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1090,train_quadrant_enumeration_164,train_496.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1091,train_quadrant_enumeration_308,train_363.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1092,train_quadrant_enumeration_429,train_267.png,train_quadrant_enumeration,30,0,-,2,"35, 45",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1093,train_quadrant_enumeration_418,train_226.png,train_quadrant_enumeration,30,0,-,2,"28, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1094,train_quadrant_enumeration_301,train_586.png,train_quadrant_enumeration,30,0,-,2,"35, 45",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1095,train_quadrant_enumeration_101,train_531.png,train_quadrant_enumeration,30,0,-,2,"18, 24",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
