rank,label_file,image_id,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
296,cate5-00042_jpg.rf.7713259d2f6689ca2eed49211bb937da.txt,cate5-00042,24,0,-,8,"11, 15, 18, 21, 24, 25, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
297,cate8-00131_jpg.rf.f81c3f35e9cf176f67e0b9b2e844c4c8.txt,cate8-00131,24,0,-,8,"14, 15, 18, 24, 35, 36, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
298,cate8-00131_jpg.rf.9755ad7a2010d677500a57fe7291285f.txt,cate8-00131,24,0,-,8,"14, 15, 18, 24, 35, 36, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
299,cate7-00025_jpg.rf.839c0fd90ce38db7084f9ba0f27ba355.txt,cate7-00025,25,0,-,7,"18, 22, 28, 36, 38, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
300,cate7-00025_jpg.rf.9299711031b683352bcfabbe085efad0.txt,cate7-00025,25,0,-,7,"18, 22, 28, 36, 38, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
301,cate8-00173_jpg.rf.65cbebd6fd72042ab10e7be23f2b2d22.txt,cate8-00173,25,0,-,7,"15, 18, 25, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
302,cate8-00227_jpg.rf.cddcd0e4da2ff3d4056715919d180468.txt,cate8-00227,25,0,-,7,"17, 18, 28, 34, 36, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
303,cate7-00025_jpg.rf.00d895357624d877d0ad3b23e1dcc34d.txt,cate7-00025,25,0,-,7,"18, 22, 28, 36, 38, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
304,cate8-00354_jpg.rf.7bed4acd4e2854ec8d844acd24d44af5.txt,cate8-00354,25,0,-,7,"14, 24, 36, 37, 38, 46, 47",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
305,cate5-00024_jpg.rf.56e9a8ce944902108d3fc06b7e082c18.txt,cate5-00024,25,0,-,7,"15, 27, 28, 38, 46, 47, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
306,cate5-00024_jpg.rf.02951956ca210fbfaabbfb56e7e86a68.txt,cate5-00024,25,0,-,7,"15, 27, 28, 38, 46, 47, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
307,cate8-00173_jpg.rf.7b0e3c8a22a80631d5991c9b1609b8ca.txt,cate8-00173,25,0,-,7,"15, 18, 25, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
308,cate8-00181_jpg.rf.1de69e87dabc3e8a344754cd3c3021f9.txt,cate8-00181,25,0,-,7,"24, 25, 36, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
309,cate8-00181_jpg.rf.54bc1d793ffc53d9c3e5b6cb3662822e.txt,cate8-00181,25,0,-,7,"24, 25, 36, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
310,cate8-00181_jpg.rf.d5a041a8fb6cd04009afe799f84b10c2.txt,cate8-00181,25,0,-,7,"24, 25, 36, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
311,cate8-00185_jpg.rf.956835f4c90d8fe1295d6fdcdf9e7619.txt,cate8-00185,25,0,-,7,"17, 18, 24, 28, 32, 38, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
312,cate8-00185_jpg.rf.a235f5dc06a6d41c81acf0761af250e3.txt,cate8-00185,25,0,-,7,"17, 18, 24, 28, 32, 38, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
313,cate8-00185_jpg.rf.c2ab476b7c5a11cb3ef9904b7d510788.txt,cate8-00185,25,0,-,7,"17, 18, 24, 28, 32, 38, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
314,cate8-00354_jpg.rf.d1a994fe051c919749684bedfb97989c.txt,cate8-00354,25,0,-,7,"14, 24, 36, 37, 38, 46, 47",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
315,cate8-00354_jpg.rf.c24ef893d230f9667bac4236b11f2ee6.txt,cate8-00354,25,0,-,7,"14, 24, 36, 37, 38, 46, 47",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
316,cate8-00173_jpg.rf.3d98db800bc7773fe1edb36422489925.txt,cate8-00173,25,0,-,7,"15, 18, 25, 38, 45, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
317,cate8-00227_jpg.rf.223c6f3947f2a93775e124289bd76f21.txt,cate8-00227,25,0,-,7,"17, 18, 28, 34, 36, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
318,cate8-00227_jpg.rf.8e255275d235b91a7230c68c45c7af55.txt,cate8-00227,25,0,-,7,"17, 18, 28, 34, 36, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
319,cate5-00024_jpg.rf.69e475da0851eb3c5be3404bf8304014.txt,cate5-00024,25,0,-,7,"15, 27, 28, 38, 46, 47, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
320,cate7-00069_jpg.rf.a356ede0d031c0626edf3735fc00bb93.txt,cate7-00069,25,0,-,7,"18, 23, 28, 36, 38, 46, 48",0,0,False,-,0.35,missing_codes,missing_codes(+0.35)
321,cate5-00096_jpg.rf.be916e1d7bdc5cc5a425ae0318caacf9.txt,cate5-00096,26,0,-,6,"11, 14, 24, 25, 37, 47",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
322,cate5-00096_jpg.rf.9bc17333c79e62d51e0e47c5d10bdbbb.txt,cate5-00096,26,0,-,6,"11, 14, 24, 25, 37, 47",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
323,cate5-00096_jpg.rf.442eb55bbdc18b6aff7f7306862cf2fe.txt,cate5-00096,26,0,-,6,"11, 14, 24, 25, 37, 47",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
324,cate5-00037_jpg.rf.39eae58614e1bacddf56561ab1eaf29f.txt,cate5-00037,26,0,-,6,"18, 25, 28, 38, 45, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
325,cate8-00251_jpg.rf.966e45eac4abc2b871f572e26592a206.txt,cate8-00251,26,0,-,6,"18, 28, 37, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
326,cate8-00251_jpg.rf.f8f232af7579d0c67832c1aca2fbd9fc.txt,cate8-00251,26,0,-,6,"18, 28, 37, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
327,cate8-00179_jpg.rf.6410fa5aefa2db951e892e744662d49d.txt,cate8-00179,26,0,-,6,"18, 28, 36, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
328,cate8-00179_jpg.rf.6f0c4dbeed4a89778a562a5642f77b9a.txt,cate8-00179,26,0,-,6,"18, 28, 36, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
329,cate8-00125_jpg.rf.be77720c6715655405d20285b20b1d7d.txt,cate8-00125,26,0,-,6,"16, 17, 26, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
330,cate8-00125_jpg.rf.56c0a0550ce966f875a18ad289bd5277.txt,cate8-00125,26,0,-,6,"16, 17, 26, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
331,cate5-00037_jpg.rf.7d0267789ce123c38b73fec08118cd2a.txt,cate5-00037,26,0,-,6,"18, 25, 28, 38, 45, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
332,cate7-00086_jpg.rf.ab178a3f5b034bae32a55b769faf7168.txt,cate7-00086,26,0,-,6,"18, 24, 25, 37, 44, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
333,cate8-00233_jpg.rf.5d209bfd3a36caf45ac60476df41c403.txt,cate8-00233,26,0,-,6,"18, 24, 28, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
334,cate8-00233_jpg.rf.c65e9af46706d8c0e67766450e775979.txt,cate8-00233,26,0,-,6,"18, 24, 28, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
335,cate8-00233_jpg.rf.fccdf75c2c0e5b817e86a7be0d18ecad.txt,cate8-00233,26,0,-,6,"18, 24, 28, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
336,cate8-00238_jpg.rf.788f2557da9def8a8e2ff843e4ce9e8e.txt,cate8-00238,26,0,-,6,"18, 28, 36, 38, 43, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
337,cate8-00251_jpg.rf.7bf674716e46049af88bbc6fd0177355.txt,cate8-00251,26,0,-,6,"18, 28, 37, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
338,cate8-00125_jpg.rf.fea9db534d4f5069646acaa76d650c8d.txt,cate8-00125,26,0,-,6,"16, 17, 26, 36, 37, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
339,cate8-00179_jpg.rf.42c525b0e06616cafa26bd93fbaba770.txt,cate8-00179,26,0,-,6,"18, 28, 36, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
340,cate7-00056_jpg.rf.04bf152367412f58dbcd612a4429bda4.txt,cate7-00056,26,0,-,6,"15, 18, 25, 28, 38, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
341,cate8-00080_jpg.rf.758467a9ec1fdcee42573e0dccb3c4b0.txt,cate8-00080,26,0,-,6,"16, 26, 27, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
342,cate9-00004_jpg.rf.89c18db03607eaf502cd61c92877e251.txt,cate9-00004,26,0,-,6,"12, 18, 22, 28, 38, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
343,cate8-00080_jpg.rf.748e9f718da334ce7b7fd4c912227da4.txt,cate8-00080,26,0,-,6,"16, 26, 27, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
344,cate5-00037_jpg.rf.9fec1ae9aa6fa2275c42f92252750104.txt,cate5-00037,26,0,-,6,"18, 25, 28, 38, 45, 46",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
345,cate10-00063_jpg.rf.94670f63657ade16a19bf7d454ecea01.txt,cate10-00063,26,0,-,6,"12, 18, 28, 38, 47, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
346,cate10-00063_jpg.rf.8450bcdf86ec06e344a7bcae354a9941.txt,cate10-00063,26,0,-,6,"12, 18, 28, 38, 47, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
347,cate10-00063_jpg.rf.3a093b85e3f523f0d21ecbb2c60bab35.txt,cate10-00063,26,0,-,6,"12, 18, 28, 38, 47, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
348,cate8-00080_jpg.rf.531deff8fdabd68fd7cd085e6de32e28.txt,cate8-00080,26,0,-,6,"16, 26, 27, 38, 46, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
349,cate9-00004_jpg.rf.d4e1fd9a3fb500f23b1413c14fe1ebe3.txt,cate9-00004,26,0,-,6,"12, 18, 22, 28, 38, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
350,cate9-00004_jpg.rf.a84c049fd7c8c3ba18a4155a6c9e0bde.txt,cate9-00004,26,0,-,6,"12, 18, 22, 28, 38, 48",0,0,False,-,0.3,missing_codes,missing_codes(+0.30)
351,cate8-00395_jpg.rf.1d2c177544f79a26637e84fa83ccecf9.txt,cate8-00395,27,0,-,5,"18, 34, 38, 44, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
352,cate8-00109_jpg.rf.5c4f7521a35b1c67b8abe0a47cba2a99.txt,cate8-00109,27,0,-,5,"14, 15, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
353,cate8-00109_jpg.rf.7dfadf103fc1f654d2d9518debe08129.txt,cate8-00109,27,0,-,5,"14, 15, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
354,cate8-00109_jpg.rf.e44bfe4207af86e7d7ce5ea2bd2db298.txt,cate8-00109,27,0,-,5,"14, 15, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
355,cate10-00060_jpg.rf.49a69a671bd365a7282c5a449ede5306.txt,cate10-00060,27,0,-,5,"16, 24, 26, 36, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
356,cate8-00231_jpg.rf.2486fb8e48ad86d48572207f2b0d72f8.txt,cate8-00231,27,0,-,5,"18, 26, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
357,cate8-00167_jpg.rf.2212a8c10ac470bbf18d9be06e6fb552.txt,cate8-00167,27,0,-,5,"18, 28, 36, 46, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
358,cate8-00368_jpg.rf.f866b3218ff9cb914a6b81b1ffd23f51.txt,cate8-00368,27,0,-,5,"14, 25, 37, 46, 47",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
359,cate8-00368_jpg.rf.d1227e25f010277472f8202e2703bad5.txt,cate8-00368,27,0,-,5,"14, 25, 37, 46, 47",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
360,cate8-00368_jpg.rf.8ab3f1ae318692e580edbe5dbb527b5c.txt,cate8-00368,27,0,-,5,"14, 25, 37, 46, 47",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
361,cate8-00231_jpg.rf.1b78811025d5625eb91ce156d6532d93.txt,cate8-00231,27,0,-,5,"18, 26, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
362,cate8-00066_jpg.rf.d7e268d3d0fb275c263af52637a648c7.txt,cate8-00066,27,0,-,5,"18, 28, 35, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
363,cate8-00231_jpg.rf.601086830cc1bd86b05d7f5718b46e74.txt,cate8-00231,27,0,-,5,"18, 26, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
364,cate8-00253_jpg.rf.00abf6ca77c6a36704e4001ed1076df3.txt,cate8-00253,27,0,-,5,"15, 23, 26, 35, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
365,cate8-00253_jpg.rf.47540e75af74eaf9018fe7adca7e7404.txt,cate8-00253,27,0,-,5,"15, 23, 26, 35, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
366,cate8-00253_jpg.rf.ea84a9f38e3dfb75aeda9c55b636661b.txt,cate8-00253,27,0,-,5,"15, 23, 26, 35, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
367,cate8-00260_jpg.rf.4e1c028e82c14b42b3c287561a11e3b4.txt,cate8-00260,27,0,-,5,"14, 16, 26, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
368,cate8-00260_jpg.rf.d03427019b70094be862d65d92451c32.txt,cate8-00260,27,0,-,5,"14, 16, 26, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
369,cate8-00260_jpg.rf.f2cf1266938f9dbf246f44646768b857.txt,cate8-00260,27,0,-,5,"14, 16, 26, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
370,cate8-00447_jpg.rf.f7bb88cbe24ed7b983a5e3713165d75c.txt,cate8-00447,27,0,-,5,"28, 35, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
371,cate8-00047_jpg.rf.69a380386f73f406924619374d41cfe3.txt,cate8-00047,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
372,cate8-00066_jpg.rf.9081297a114855d57ecf25793abbb2eb.txt,cate8-00066,27,0,-,5,"18, 28, 35, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
373,cate8-00066_jpg.rf.37b7b6313b22e517866d74c3d9a906ab.txt,cate8-00066,27,0,-,5,"18, 28, 35, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
374,cate10-00060_jpg.rf.9229aaba46ac406820e4211afc4bc8e2.txt,cate10-00060,27,0,-,5,"16, 24, 26, 36, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
375,cate10-00060_jpg.rf.2816cea6b37b148e5321d939e94a6a80.txt,cate10-00060,27,0,-,5,"16, 24, 26, 36, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
376,cate7-00033_jpg.rf.4f58d6ee48fbac3831e4befe6b0c6660.txt,cate7-00033,27,0,-,5,"15, 25, 38, 43, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
377,cate7-00033_jpg.rf.9927f64df67790b3567ca5a703c8d8ee.txt,cate7-00033,27,0,-,5,"15, 25, 38, 43, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
378,cate7-00033_jpg.rf.b3078e1975d2ae34ee2a2bf6305c9f93.txt,cate7-00033,27,0,-,5,"15, 25, 38, 43, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
379,cate9-00010_jpg.rf.0fe694399f8c36de4f138b2a9a62f736.txt,cate9-00010,27,0,-,5,"15, 25, 28, 33, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
380,cate9-00010_jpg.rf.5c4a5d1756220eb669d901f88d804346.txt,cate9-00010,27,0,-,5,"15, 25, 28, 33, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
381,cate9-00010_jpg.rf.f0a77c820423a875f9de755435eb9f84.txt,cate9-00010,27,0,-,5,"15, 25, 28, 33, 45",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
382,cate7-00074_jpg.rf.12a01f3dc902c5e705afe61f89aa0f44.txt,cate7-00074,27,0,-,5,"15, 18, 28, 37, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
383,cate7-00074_jpg.rf.2d7a3ff83fe3c3508632b92f3a48bd3a.txt,cate7-00074,27,0,-,5,"15, 18, 28, 37, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
384,cate7-00074_jpg.rf.618caf6e21b2d84b56fc6f11ecb93d57.txt,cate7-00074,27,0,-,5,"15, 18, 28, 37, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
385,cate7-00083_jpg.rf.5039c430c9724ce99702fdf0815dcd6f.txt,cate7-00083,27,0,-,5,"15, 37, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
386,cate7-00097_jpg.rf.95e4d33330de7632ce7d1409c3240706.txt,cate7-00097,27,0,-,5,"15, 25, 36, 45, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
387,cate10-00070_jpg.rf.16c0aa0f85b4226272b67ba8723cf5cf.txt,cate10-00070,27,0,-,5,"16, 22, 26, 34, 44",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
388,cate8-00395_jpg.rf.ad7f94ddf29369b47defa5e501632079.txt,cate8-00395,27,0,-,5,"18, 34, 38, 44, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
389,cate8-00008_jpg.rf.0a856fa29635fd5b031af912f695613a.txt,cate8-00008,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
390,cate8-00440_jpg.rf.96c2a413adfa78c0f9235a79ab983206.txt,cate8-00440,27,0,-,5,"18, 28, 36, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
391,cate8-00047_jpg.rf.921d5a76e559c3eaad17172814d9d8cf.txt,cate8-00047,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
392,cate8-00047_jpg.rf.5903ebda298460f4cd2b2f1d95619ae1.txt,cate8-00047,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
393,cate8-00305_jpg.rf.5172a77628189ce7ecafff1509621f07.txt,cate8-00305,27,0,-,5,"14, 18, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
394,cate8-00305_jpg.rf.8c8278b3305348748e46af2f33e2e538.txt,cate8-00305,27,0,-,5,"14, 18, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
395,cate10-00070_jpg.rf.314fc4568fa0ea36e4854bc770c55005.txt,cate10-00070,27,0,-,5,"16, 22, 26, 34, 44",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
396,cate10-00070_jpg.rf.2a28f041ccdf198a2d42cee379940ee0.txt,cate10-00070,27,0,-,5,"16, 22, 26, 34, 44",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
397,cate8-00447_jpg.rf.6d0ceea5f2ec048faa29479d3e538311.txt,cate8-00447,27,0,-,5,"28, 35, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
398,cate8-00447_jpg.rf.555e087c41682275bb44555b40adca25.txt,cate8-00447,27,0,-,5,"28, 35, 36, 37, 46",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
399,cate8-00395_jpg.rf.3eac8882a9cb33056f12a2b918c3390f.txt,cate8-00395,27,0,-,5,"18, 34, 38, 44, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
400,cate8-00008_jpg.rf.c388019fcbc6058d8b2645d44711596a.txt,cate8-00008,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
401,cate8-00008_jpg.rf.2cc888fee5099703c3037e129ea399ac.txt,cate8-00008,27,0,-,5,"18, 28, 38, 47, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
402,cate8-00440_jpg.rf.c7ee201dce9fef44a3e274ec565afccf.txt,cate8-00440,27,0,-,5,"18, 28, 36, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
403,cate8-00440_jpg.rf.a6ee2ea22ff03515ba9f9a19203532bc.txt,cate8-00440,27,0,-,5,"18, 28, 36, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
404,cate8-00305_jpg.rf.25336bbb6768536d1b7d0ca1352ce0f5.txt,cate8-00305,27,0,-,5,"14, 18, 28, 38, 48",0,0,False,-,0.25,missing_codes,missing_codes(+0.25)
405,cate9-00040_jpg.rf.805968c6c04c49f78fd484bdad794d26.txt,cate9-00040,28,0,-,4,"15, 25, 35, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
406,cate9-00040_jpg.rf.96293e484ff7270d66bd5cdd43a9901a.txt,cate9-00040,28,0,-,4,"15, 25, 35, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
407,cate8-00281_jpg.rf.d80e055a68c129dd4fce709deb754d2c.txt,cate8-00281,28,0,-,4,"14, 18, 36, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
408,cate8-00296_jpg.rf.d228b1cb6ea7981ec5756b34ee705c5f.txt,cate8-00296,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
409,cate7-00105_jpg.rf.bb2e51a30cab5788f809eb420b2ff9b6.txt,cate7-00105,28,0,-,4,"14, 24, 34, 44",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
410,cate7-00105_jpg.rf.daf2fd9f3c80a1d37415747e5e83a068.txt,cate7-00105,28,0,-,4,"14, 24, 34, 44",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
411,cate8-00404_jpg.rf.402e14292cdaf9dd1b4e68ca94baaae4.txt,cate8-00404,28,0,-,4,"36, 37, 38, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
412,cate8-00401_jpg.rf.2a8f186411ae92fb54571575a8b88368.txt,cate8-00401,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
413,cate8-00015_jpg.rf.ad9871585214d333e1ed323e40d13f2c.txt,cate8-00015,28,0,-,4,"15, 18, 26, 37",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
414,cate8-00029_jpg.rf.d7de8d30e40ec7f6102668693f1f3fd5.txt,cate8-00029,28,0,-,4,"25, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
415,cate8-00296_jpg.rf.95e9e4fa74799d3cdc335c02e04d23bf.txt,cate8-00296,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
416,cate8-00296_jpg.rf.583f506b5ba59f3a4f5f20d0e9cfa285.txt,cate8-00296,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
417,cate8-00051_jpg.rf.ae3b7a2a0c9d715ddd69eeddb066855f.txt,cate8-00051,28,0,-,4,"16, 26, 45, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
418,cate8-00102_jpg.rf.cee7888c447da5759b13399d44a0637c.txt,cate8-00102,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
419,cate8-00107_jpg.rf.76f5dde1b9aef90e4e28e1d99d94a3f1.txt,cate8-00107,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
420,cate8-00107_jpg.rf.8c669c1f58479b7e33509c981a071843.txt,cate8-00107,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
421,cate8-00107_jpg.rf.99223437a418214b5539b3e137e98085.txt,cate8-00107,28,0,-,4,"18, 28, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
422,cate8-00377_jpg.rf.102c0ff39ae9e055d8bb4f76dffaa85e.txt,cate8-00377,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
423,cate8-00371_jpg.rf.30602f943e8a893fe43b7c5e1f98ea1a.txt,cate8-00371,28,0,-,4,"18, 25, 28, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
424,cate8-00289_jpg.rf.35a6942decf00c0bc55131bb93b267cb.txt,cate8-00289,28,0,-,4,"24, 36, 37, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
425,cate8-00289_jpg.rf.26350e9552ec3bbc0ca382d617b7c1c6.txt,cate8-00289,28,0,-,4,"24, 36, 37, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
426,cate8-00289_jpg.rf.0f39509e55f9a0c2a59a89980a18a29c.txt,cate8-00289,28,0,-,4,"24, 36, 37, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
427,cate8-00145_jpg.rf.8422a0e4de12ea2ba9da6632e1aa97ea.txt,cate8-00145,28,0,-,4,"21, 22, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
428,cate8-00145_jpg.rf.b9ad63d7c69316de930fe54ef0b2ac5b.txt,cate8-00145,28,0,-,4,"21, 22, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
429,cate8-00145_jpg.rf.ceb52284b7592a256b45a48755399b49.txt,cate8-00145,28,0,-,4,"21, 22, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
430,cate8-00281_jpg.rf.229fdfa927f7a7ef0a53d53a10c44446.txt,cate8-00281,28,0,-,4,"14, 18, 36, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
